text
@115712 I understand. I would like to assist you. We would need to get you into a private secured link to further assist.
@sprintcare and how do you propose we do that
@sprintcare I have sent several private messages and no one is responding as usual
@115712 Please send us a Private Message so that we can further assist you. Just click ‘Message’ at the top of your profile.
"@115712 Can you please send us a private message, so that I can gain further details about your account?"
@sprintcare is the worst customer service
"@115713 This is saddening to hear. Please shoot us a DM, so that we can look into this for you. -KC"
@sprintcare You gonna magically change your connectivity for me and my whole family ? 🤥 💯
"@115713 We understand your concerns and we'd like for you to please send us a Direct Message, so that we can further assist you. -AA"
@sprintcare Since I signed up with you....Since day 1
"@115713 H there! We'd definitely like to work with you on this, how long have you been experiencing this issue? -AA"
"@115714 y’all lie about your “great” connection. 5 bars LTE, still won’t load something. Smh."
@115715 Please send me a private message so that I can send you the link to access your account. -FR
"@115714 whenever I contact customer support, they tell me I have shortcode enabled on my account, but I have never in the 4 years I've tried https://t.co/0G98RtNxPK"
@115716 What information is incorrect? ^JK
@Ask_Spectrum Would you like me to email you a copy of one since Spectrum is not updating your training?
"@115716 Our department is part of the corporate office.  If you're particular area has gone to this format, we were unawa... https://t.co/P7XCmTzPQj"
@Ask_Spectrum I received this from your corporate office would you like a copy?
@Ask_Spectrum The correct way to do it is via an OCS Account Takeover and email Consent Form it does not need to be done in a local office
@Ask_Spectrum That is INCORRECT information I have the form in front of me that is faxed over-maybe you need to maintain up to date information
@115716 The information pertaining to the account assumption is correct.  This does need to be done at a local outlet wit... https://t.co/P7XCmTzPQj
actually that's a broken link you sent me and incorrect information https://t.co/V4yfrHR8VI
"@115717 Hello, My apologies for any frustrations or inconvenience. I’d be happy to look into this for you? ^MG"
"Yo @Ask_Spectrum, your customer service reps are super nice— but imma start trippin if y’all don’t get my service going!"
@115718 I apologize for the inconvenience. I will be glad to assist you. Can you DM me your Name and acct # or phone #? -JB
My picture on @Ask_Spectrum pretty much every day. Why should I pay $171 per month? https://t.co/U6ptkQa5Ik
"@115719 Help has arrived! We are sorry to see that you are having trouble. How can we help?
^HSB"
"@VerizonSupport I finally got someone that helped me, thanks!"
"@115719 Awesome! If you ever need us we are just a tweet away.
^HSB"
somebody from @VerizonSupport please help meeeeee 😩😩😩😩 I'm having the worst luck with your customer service
"@115720 Have your friend message us.
^ACM"
@VerizonSupport My friend is without internet we need to play videogames together please our skills diminish every moment without internetz
"@115721 Please follow and DM us so that we can look into this order. 
^HSB"
@VerizonSupport What else can I provide? They refuse to help me because they cannot validate the account...
"@115721 We would not be able to verify anything without authenticating your account.
^JAY"
"@VerizonSupport How? I have my phone number and email, that's it. How did I get equipment and service? I'm literally trying to pay and nobody can find me?"
"@115721 We can use the order number to locate the account but will need to do so in our secure one on one chat. Please follow and DM us. 
^HSB"
@115722 MD. And this was sent to the wrong address https://t.co/dMQ1WZXJOk
"@115721 Hello Duke, Do you have a copy of your bill? What state are your services located in?
^NHP"
@115722 Nobody can find my account or number. I walked out of a store with this. I've explained that they can find my acct via my devices serial #..
"@115721 Are you referring to wireless or residential service?
^JAY"
"@115722 tried to pay a bill for 60 days. No service, rude CS, and several transfers. Look up my equipment # and give me an acct #!"
"@115723 Is the light on top red?
^JAY"
"@VerizonSupport Don’t know, router is downstairs. But it’s just the WiFi Nothing connected to Ethernet"
"@115723 Did the lights change on the router when this happened?
^JAY"
@VerizonSupport Just randomly boots me offline there it goes again
"@115723 Do you have our Fios service?  When services go out, does the internet light on the router change color? ^BCW"
"@115723 Are all your services cutting out?
^ACM"
@VerizonSupport Cuts out every 20 minutes this is ridiculous
@115723 What did we do to make you feel this way and how can we fix things between us? ^KMG
@115722 is the worst ISP I’ve ever had
"@115724 In what area are you located? All of your services are down at this time?
^HSB"
".@VerizonSupport @115725 @115726                                                 &gt;All of VERIZON IS DOWN&lt;
When can we expect a fix ?"
"@115727 Which app are you referring too? 
^ACM"
@115725 fix your app it won't even open
@115728 I still think you look great! -Becky
@ChipotleTweets @ChipotleTweets Becky is very nice
"@ChipotleTweets @28 
I don't fit in my Veggie Burrito costume #Halloween https://t.co/7tJDVpzLWn"
@115729 I'm so sorry about that. Please tell us more so we can help: https://t.co/Ax7W1Dx3Y9 -Becky
@ChipotleTweets messed up today and didn’t give me my $3 burrito although I was dressed up 😭
@115730 Hopefully we'll get there at some point! -Becky
hey @ChipotleTweets wanna come to Mammoth. I'll at least eat there once a week i promise
@115731 Guac on! I'm happy it was such a great experience. -Becky
"@ChipotleTweets I had excellent service tonight too! Plenty of people on the line, went very fast, everyone was kind!"
@115731 It's because you're smart. -Tara
When you're the only one in costume #boorito @ChipotleTweets
@115732 That's incredibly concerning. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky
@ChipotleTweets no Diet Coke and a literal bone this Boorito was extra spooky! https://t.co/C4oCCtdUct
@115733 Nope! Still just the $3. -Becky
"@ChipotleTweets If you get queso or quac on you're bowl, its extra?"
Just stop by in costume 10/31 3pm-close. Official rules: https://t.co/1HmW7QxwEh https://t.co/Wn0xErxC2z
"@115734 I mean, Boorito is basically the adult version of Halloween... -Becky"
"Happy Halloween! Since I'm too old to trick or treat I now look forward to $3 booritos at @ChipotleTweets 👻 I got mine earlier, did you?"
@115735 I'm so glad we could help. Who did you work with? I'd like to share the praise. -Becky
@ChipotleTweets Thank you @ChipotleTweets for resolving my issue so quickly!! Y’all are the best ☺️ #fanforlife
So frustrated with @ChipotleTweets 😡 Ordered dinner on Saturday using their app. Order was wrong AND they charged my credit card twice
@115736 All of our U.S. locations are participating! -Becky
"Btw @ChipotleTweets giving out $3 burritos if you dress up for Halloween 🎃 Call your Chipotle to make sure, they’re doing it @ select ones"
@115737 My apologies for that. Just sent you a DM to help. -Becky
"@ChipotleTweets Tried, didn't work. How rude :/"
@ChipotleTweets can I dress up as myself and still qualify for a BOORITO?
"@115738 That's the best kind of trick-or-treating. All treats, my friend. -Becky"
"Every year, my trick-or-treating routine is walking to Chipotle, spending 3 dollars and walking back home. @ChipotleTweets"
@115739 That's incredibly concerning. Please provide more details so we can investigate: https://t.co/Ax7W1Dx3Y9 -Becky
@ChipotleTweets this is nasty. A used napkin in someone's food https://t.co/EkWiD9vhnr
@115740 Bummer. I'm so sorry. How far away is the closest location? -Becky
$3 burritos and I’m nowhere near a @ChipotleTweets 🤦🏾‍♂️
@ChipotleTweets Also I got the onesie at target. So cozy
@ChipotleTweets Thanks Becky! Just feeling sorry for myself because my fiancé is driving from D.C. To Mississippi tonight
"@115741 You won't be alone – we'll be there with you. Also, I want that llama onesie. -Becky"
Considering walking to @ChipotleTweets in my llama onesie alone happy Halloween 😭
@115742 I love it! Thanks so much for stopping by. -Becky
@ChipotleTweets name a better halloween duo #speedwaybrick #UTtranscript https://t.co/5ShDRMlC1T
@115743 There is no info to share at the moment. Feel free to keep an eye on the PS Blog for news and updates: https://t.co/aLtfBAztyC
@AskPlayStation @115743 Can I get help already??
"@AskPlayStation So, what's the november ps plus free game?"
"@115745  Glad to know that is downloading, please feel free to contact us if you have further concerns."
@AskPlayStation It was when I would go to download it. I just waited a few hours till after I bought it and it downloaded now.
@115745 Sorry for the inconvenience. Do you see the data corrupted message when you try to open the game or download it?
@AskPlayStation I bought Lego Star Wars in the PlayStation store but it won't let me download it because the data is corrupted..
@115746  Glad to help.  Please share the details of this issue in our Community forum for further investigation: https://t.co/F3J4l2vJHb
@AskPlayStation can i block a community from sending me invites to something i dont want to join
"@115747 Glad you had fun, Sarah! We heard Count Collin can really suck the life out of the party  . . . :P"
We had to have a Count Colin 💛 @marksandspencer xx... https://t.co/HVWkevFsKB
"@115748 We've let our team know we can do better, Joel. Thanks for sharing :)"
"‘Ere @marksandspencer, never mind avocado 🥑 - How’s about ‘ave a word?
Is it really necessary? 

The pair of ‘em were suffocating. https://t.co/ff2bmOVido"
"@115749 We're only obligated to provide bags for un-packaged meat. As ours is prepackaged, a charge will be applied"
@marksandspencer Raw meat!!!! It’s does not say unwrapped raw meat!!! Sainsbury’s don’t charge nor do Waitrose so y do you?!
"@115749 As our packaging is sufficient, any extra wrappings or bags does require an extra 5p charge as per legislation. Thanks"
@marksandspencer I check with the Gov office and legal. They stated you are not right. But it’s funny how the other stores don’t but you do. No wonder Lidl and the rest are beating you.
"@marksandspencer ou must charge at least 5p a bag (including VAT) for carrier bags that are all of the following:

unused - it’s new and hasn’t already been used for sold goods to be taken away or delivered
plastic and 70 microns thick or less
it has handles, an opening and isn’t sealed"
"@marksandspencer aren’t require charge 4 a bag:
paper bags
shops in airports, or on board trains, aeroplanes or ships
bags which only contain certain items, such as unwrapped food, raw meat and fish where there is a food safety risk, prescription medicines, uncovered blades, seeds, bulbs &amp; 🌷s"
@marksandspencer y do they charge you for a meat bag at colliers woods branch. If you buy meat you r required to supply customers a free bag. Poor service.
@115750 Love the aesthetic of your Colin the 'Creeperpillar' and someday.... 🐛🦋👻 https://t.co/LFubix5E4y
Excellent Halloweening @marksandspencer 👌🏼 #countcolin #halloween #food https://t.co/lq1cSooHdj
"@115751 Hello, Josh! To get better assistance and support, we suggest that you post a tweet or DM our friends from @XboxSupport."
"@MicrosoftHelps @XboxSupport Brilliant, thank you!"
"@MicrosoftHelps hi, having trouble making purchases on Xbox one store for fifa points, can you help?"
@115752 Help is here. To assist you in recovering your account we recommend that you contact our Answer desk team: https://t.co/7zSM1QXPMD.
@MicrosoftHelps I need assistance recovering 2 hotmail accounts. I have  filled the recovery forms but am told am not providing enough info
@115753 It appears this has been removed. Thanks for letting me know :) ^MB
@ATVIAssist @115754 umm someone is streaming WWII with 500+ viewers https://t.co/AhBT7AZZSz
"@115755  No problem, let us know if you come across any other issues or questions in the future. We are happy to help. ^RK"
@ATVIAssist @115755 I'm trying to buy the digital deluxe edition on the ps store but I keep receiving an error message
@115756  Hello there. Sorry for the late response. I am just checking if you still in need assistance. Please let me know. ^RN
@115755 Yes you can pre order the game on the console store. For more information please contact your console store. ^RK
@ATVIAssist can you still pre oder ww2 on the playstation store
"@115757 Good afternoon William, unfortunately this app is no longer supported. Sincerest apologies. ^JP"
@115758 @ATVIAssist Are yous going to update COD Zombies on IOS for IOS 11.
"@115759 Good afternoon Jayden, sadly we don't have information on that. Sincerest apologies. ^JP"
@115758 Why was there a half gig update for world at war?
@115760 This is awesome! Thank you so much for the support! Love the costumes! ^TV
@108162 @115761 @ATVIAssist tried that there was people so i came back
@115762 Hey there! You can check out this link for more information in regards to this - https://t.co/OZIlONCLtF ^KO
"@ATVIAssist So, when I go get the game on friday my 2xp code will be on the receipt?"
@115762 Did gamestop give you a code with your pre order down payment that you needed to redeem? ^KO
"@ATVIAssist Yes, the beta code"
"@115762 Have you redeemed that on your https://t.co/4YBn633EOk account? Even tho it says beta code, your pre order bonus are linked. ^KO"
"@ATVIAssist Yes I have, so my code is on their?"
@ATVIAssist I pre ordered my game at game stop
"@115762 Hello there, I apologize for the delay. Can you clarify where you pre-ordered the game? Please be sure you keep us updated. ^RN"
@ATVIAssist i pre ordered wwii but how do i get the code?
@115763 Can you please give me your gamertag / platform you're playing on so I can pull up your account information. ^CB
@ATVIAssist Seth_tubbs and I am on PS4
@ATVIAssist I got all of my stats reset on MWR and I don't know why. please help!!!
"@115764

Unfortunately we don't have any information on this. Please stay tuned for more updates. ^JW"
"@115754 @115765 @ATVIAssist @115766 

Will non season pass holders get the bobus man Carentan at any point? Or not at all?"
@115767 Sorry that this isn't more simple... let us know if the steps in the video work out or if you need further help ^Madison
"@AdobeCare Didn't work. Tried it on another computer, fresh install, same thing..."
@115767 Would you please DM the Adobe Product &amp; your purchase details that you have so that we can ask our experts to follow up. ^Raj https://t.co/iuwZCjz4Or
